component,api_group,name
transformers/sana_transformer,torch,randn
transformers/sana_transformer,torch.Tensor,chunk
transformers/sana_transformer,torch.Tensor,flatten
transformers/sana_transformer,torch.Tensor,movedim
transformers/sana_transformer,torch.Tensor,permute
transformers/sana_transformer,torch.Tensor,reshape
transformers/sana_transformer,torch.Tensor,to
transformers/sana_transformer,torch.Tensor,transpose
transformers/sana_transformer,torch.Tensor,unflatten
transformers/sana_transformer,torch.Tensor,unsqueeze
transformers/sana_transformer,torch.Tensor,view
transformers/sana_transformer,torch.nn,Conv2d
transformers/sana_transformer,torch.nn,LayerNorm
transformers/sana_transformer,torch.nn,Linear
transformers/sana_transformer,torch.nn,ModuleList
transformers/sana_transformer,torch.nn,Parameter
transformers/sana_transformer,torch.nn,SiLU
transformers/sana_transformer,torch.nn.functional,scaled_dot_product_attention
transformers/stable_audio_transformer,torch,cat
transformers/stable_audio_transformer,torch,cos
transformers/stable_audio_transformer,torch,is_grad_enabled
transformers/stable_audio_transformer,torch,log
transformers/stable_audio_transformer,torch,ones
transformers/stable_audio_transformer,torch,randn
transformers/stable_audio_transformer,torch,sin
transformers/stable_audio_transformer,torch.Tensor,to
transformers/stable_audio_transformer,torch.Tensor,transpose
transformers/stable_audio_transformer,torch.Tensor,unsqueeze
transformers/stable_audio_transformer,torch.nn,Conv1d
transformers/stable_audio_transformer,torch.nn,LayerNorm
transformers/stable_audio_transformer,torch.nn,Linear
transformers/stable_audio_transformer,torch.nn,ModuleList
transformers/stable_audio_transformer,torch.nn,Parameter
transformers/stable_audio_transformer,torch.nn,Sequential
transformers/stable_audio_transformer,torch.nn,SiLU
transformers/t5_film_transformer,torch,arange
transformers/t5_film_transformer,torch,broadcast_to
transformers/t5_film_transformer,torch,cat
transformers/t5_film_transformer,torch,chunk
transformers/t5_film_transformer,torch,mul
transformers/t5_film_transformer,torch,ones
transformers/t5_film_transformer,torch,pow
transformers/t5_film_transformer,torch,rsqrt
transformers/t5_film_transformer,torch,tanh
transformers/t5_film_transformer,torch,where
transformers/t5_film_transformer,torch.Tensor,mean
transformers/t5_film_transformer,torch.Tensor,pow
transformers/t5_film_transformer,torch.Tensor,squeeze
transformers/t5_film_transformer,torch.Tensor,to
transformers/t5_film_transformer,torch.Tensor,unsqueeze
transformers/t5_film_transformer,torch.nn,Dropout
transformers/t5_film_transformer,torch.nn,Embedding
transformers/t5_film_transformer,torch.nn,Linear
transformers/t5_film_transformer,torch.nn,ModuleList
transformers/t5_film_transformer,torch.nn,Parameter
transformers/t5_film_transformer,torch.nn,Sequential
transformers/t5_film_transformer,torch.nn,SiLU
transformers/transformer_2d,torch,einsum
transformers/transformer_2d,torch,is_grad_enabled
transformers/transformer_2d,torch,randn
transformers/transformer_2d,torch.Tensor,chunk
transformers/transformer_2d,torch.Tensor,contiguous
transformers/transformer_2d,torch.Tensor,double
transformers/transformer_2d,torch.Tensor,float
transformers/transformer_2d,torch.Tensor,permute
transformers/transformer_2d,torch.Tensor,reshape
transformers/transformer_2d,torch.Tensor,squeeze
transformers/transformer_2d,torch.Tensor,to
transformers/transformer_2d,torch.Tensor,unsqueeze
transformers/transformer_2d,torch.Tensor,view
transformers/transformer_2d,torch.nn,Conv2d
transformers/transformer_2d,torch.nn,GroupNorm
transformers/transformer_2d,torch.nn,LayerNorm
transformers/transformer_2d,torch.nn,Linear
transformers/transformer_2d,torch.nn,ModuleList
transformers/transformer_2d,torch.nn,Parameter
transformers/transformer_2d,torch.nn.functional,log_softmax
transformers/transformer_2d,torch.nn.functional,silu
transformers/transformer_allegro,torch,is_grad_enabled
transformers/transformer_allegro,torch,randn
transformers/transformer_allegro,torch.Tensor,bool
transformers/transformer_allegro,torch.Tensor,chunk
transformers/transformer_allegro,torch.Tensor,flatten
transformers/transformer_allegro,torch.Tensor,numel
transformers/transformer_allegro,torch.Tensor,permute
transformers/transformer_allegro,torch.Tensor,reshape
transformers/transformer_allegro,torch.Tensor,squeeze
transformers/transformer_allegro,torch.Tensor,to
transformers/transformer_allegro,torch.Tensor,unflatten
transformers/transformer_allegro,torch.Tensor,unsqueeze
transformers/transformer_allegro,torch.Tensor,view
transformers/transformer_allegro,torch.nn,LayerNorm
transformers/transformer_allegro,torch.nn,Linear
transformers/transformer_allegro,torch.nn,ModuleList
transformers/transformer_allegro,torch.nn,Parameter
transformers/transformer_allegro,torch.nn.functional,max_pool3d
transformers/transformer_bria,torch,arange
transformers/transformer_bria,torch,cat
transformers/transformer_bria,torch,from_numpy
transformers/transformer_bria,torch,is_grad_enabled
transformers/transformer_bria,torch,ones_like
transformers/transformer_bria,torch,outer
transformers/transformer_bria,torch,polar
transformers/transformer_bria,torch.Tensor,chunk
transformers/transformer_bria,torch.Tensor,clip
transformers/transformer_bria,torch.Tensor,cos
transformers/transformer_bria,torch.Tensor,flatten
transformers/transformer_bria,torch.Tensor,float
transformers/transformer_bria,torch.Tensor,repeat_interleave
transformers/transformer_bria,torch.Tensor,sin
transformers/transformer_bria,torch.Tensor,split_with_sizes
transformers/transformer_bria,torch.Tensor,to
transformers/transformer_bria,torch.Tensor,unflatten
transformers/transformer_bria,torch.Tensor,unsqueeze
transformers/transformer_bria,torch.nn,Dropout
transformers/transformer_bria,torch.nn,GELU
transformers/transformer_bria,torch.nn,LayerNorm
transformers/transformer_bria,torch.nn,Linear
transformers/transformer_bria,torch.nn,ModuleList
transformers/transformer_bria,torch.nn,RMSNorm
transformers/transformer_bria_fibo,torch,cat
transformers/transformer_bria_fibo,torch,is_grad_enabled
transformers/transformer_bria_fibo,torch.Tensor,chunk
transformers/transformer_bria_fibo,torch.Tensor,clip
transformers/transformer_bria_fibo,torch.Tensor,contiguous
transformers/transformer_bria_fibo,torch.Tensor,flatten
transformers/transformer_bria_fibo,torch.Tensor,float
transformers/transformer_bria_fibo,torch.Tensor,split_with_sizes
transformers/transformer_bria_fibo,torch.Tensor,to
transformers/transformer_bria_fibo,torch.Tensor,unflatten
transformers/transformer_bria_fibo,torch.Tensor,unsqueeze
transformers/transformer_bria_fibo,torch.nn,Dropout
transformers/transformer_bria_fibo,torch.nn,GELU
transformers/transformer_bria_fibo,torch.nn,LayerNorm
transformers/transformer_bria_fibo,torch.nn,Linear
transformers/transformer_bria_fibo,torch.nn,ModuleList
transformers/transformer_bria_fibo,torch.nn,RMSNorm
transformers/transformer_chroma,torch,arange
transformers/transformer_chroma,torch,cat
transformers/transformer_chroma,torch,chunk
transformers/transformer_chroma,torch,is_grad_enabled
transformers/transformer_chroma,torch,tensor
transformers/transformer_chroma,torch.Tensor,chunk
transformers/transformer_chroma,torch.Tensor,clip
transformers/transformer_chroma,torch.Tensor,flatten
transformers/transformer_chroma,torch.Tensor,repeat
transformers/transformer_chroma,torch.Tensor,to
transformers/transformer_chroma,torch.Tensor,unsqueeze
transformers/transformer_chroma,torch.nn,GELU
transformers/transformer_chroma,torch.nn,LayerNorm
transformers/transformer_chroma,torch.nn,Linear
transformers/transformer_chroma,torch.nn,ModuleList
transformers/transformer_chroma,torch.nn,RMSNorm
transformers/transformer_chronoedit,torch,cat
transformers/transformer_chronoedit,torch,concat
transformers/transformer_chronoedit,torch,device
transformers/transformer_chronoedit,torch,empty_like
transformers/transformer_chronoedit,torch,is_grad_enabled
transformers/transformer_chronoedit,torch,no_grad
transformers/transformer_chronoedit,torch,randn
transformers/transformer_chronoedit,torch,zeros
transformers/transformer_chronoedit,torch.Tensor,chunk
transformers/transformer_chronoedit,torch.Tensor,expand
transformers/transformer_chronoedit,torch.Tensor,flatten
transformers/transformer_chronoedit,torch.Tensor,float
transformers/transformer_chronoedit,torch.Tensor,permute
transformers/transformer_chronoedit,torch.Tensor,reshape
transformers/transformer_chronoedit,torch.Tensor,squeeze
transformers/transformer_chronoedit,torch.Tensor,to
transformers/transformer_chronoedit,torch.Tensor,transpose
transformers/transformer_chronoedit,torch.Tensor,type_as
transformers/transformer_chronoedit,torch.Tensor,unbind
transformers/transformer_chronoedit,torch.Tensor,unflatten
transformers/transformer_chronoedit,torch.Tensor,unsqueeze
transformers/transformer_chronoedit,torch.Tensor,view
transformers/transformer_chronoedit,torch.nn,Conv3d
transformers/transformer_chronoedit,torch.nn,Dropout
transformers/transformer_chronoedit,torch.nn,Identity
transformers/transformer_chronoedit,torch.nn,Linear
transformers/transformer_chronoedit,torch.nn,ModuleList
transformers/transformer_chronoedit,torch.nn,Parameter
transformers/transformer_chronoedit,torch.nn,RMSNorm
transformers/transformer_chronoedit,torch.nn,SiLU
transformers/transformer_cogview3plus,torch,cat
transformers/transformer_cogview3plus,torch,einsum
transformers/transformer_cogview3plus,torch,is_grad_enabled
transformers/transformer_cogview3plus,torch.Tensor,clip
transformers/transformer_cogview3plus,torch.Tensor,reshape
transformers/transformer_cogview3plus,torch.Tensor,size
transformers/transformer_cogview3plus,torch.Tensor,unsqueeze
transformers/transformer_cogview3plus,torch.nn,LayerNorm
transformers/transformer_cogview3plus,torch.nn,Linear
transformers/transformer_cogview3plus,torch.nn,ModuleList
transformers/transformer_cogview4,torch,arange
transformers/transformer_cogview4,torch,cat
transformers/transformer_cogview4,torch,chunk
transformers/transformer_cogview4,torch,is_grad_enabled
transformers/transformer_cogview4,torch,max
transformers/transformer_cogview4,torch,ones
transformers/transformer_cogview4,torch,outer
transformers/transformer_cogview4,torch,split
transformers/transformer_cogview4,torch,sum
transformers/transformer_cogview4,torch,tensor
transformers/transformer_cogview4,torch,zeros
transformers/transformer_cogview4,torch.Tensor,chunk
transformers/transformer_cogview4,torch.Tensor,cos
transformers/transformer_cogview4,torch.Tensor,dim
transformers/transformer_cogview4,torch.Tensor,expand
transformers/transformer_cogview4,torch.Tensor,flatten
transformers/transformer_cogview4,torch.Tensor,float
transformers/transformer_cogview4,torch.Tensor,item
transformers/transformer_cogview4,torch.Tensor,permute
transformers/transformer_cogview4,torch.Tensor,reshape
transformers/transformer_cogview4,torch.Tensor,sin
transformers/transformer_cogview4,torch.Tensor,size
transformers/transformer_cogview4,torch.Tensor,split
transformers/transformer_cogview4,torch.Tensor,to
transformers/transformer_cogview4,torch.Tensor,tolist
transformers/transformer_cogview4,torch.Tensor,transpose
transformers/transformer_cogview4,torch.Tensor,type_as
transformers/transformer_cogview4,torch.Tensor,unflatten
transformers/transformer_cogview4,torch.Tensor,unsqueeze
transformers/transformer_cogview4,torch.nn,LayerNorm
transformers/transformer_cogview4,torch.nn,Linear
transformers/transformer_cogview4,torch.nn,ModuleList
transformers/transformer_cogview4,torch.nn.functional,scaled_dot_product_attention
transformers/transformer_cogview4,torch.nn.functional,silu
transformers/transformer_cosmos,torch,add
transformers/transformer_cosmos,torch,arange
transformers/transformer_cosmos,torch,cat
transformers/transformer_cosmos,torch,cos
transformers/transformer_cosmos,torch,is_grad_enabled
transformers/transformer_cosmos,torch,outer
transformers/transformer_cosmos,torch,sin
transformers/transformer_cosmos,torch,tensor
transformers/transformer_cosmos,torch,zeros
transformers/transformer_cosmos,torch.Tensor,chunk
transformers/transformer_cosmos,torch.Tensor,expand
transformers/transformer_cosmos,torch.Tensor,flatten
transformers/transformer_cosmos,torch.Tensor,float
transformers/transformer_cosmos,torch.Tensor,numel
transformers/transformer_cosmos,torch.Tensor,permute
transformers/transformer_cosmos,torch.Tensor,repeat
transformers/transformer_cosmos,torch.Tensor,repeat_interleave
transformers/transformer_cosmos,torch.Tensor,reshape
transformers/transformer_cosmos,torch.Tensor,resize
transformers/transformer_cosmos,torch.Tensor,size
transformers/transformer_cosmos,torch.Tensor,transpose
transformers/transformer_cosmos,torch.Tensor,type_as
transformers/transformer_cosmos,torch.Tensor,unflatten
transformers/transformer_cosmos,torch.Tensor,unsqueeze
transformers/transformer_cosmos,torch.Tensor,view
transformers/transformer_cosmos,torch.nn,GELU
transformers/transformer_cosmos,torch.nn,Identity
transformers/transformer_cosmos,torch.nn,LayerNorm
transformers/transformer_cosmos,torch.nn,Linear
transformers/transformer_cosmos,torch.nn,ModuleList
transformers/transformer_cosmos,torch.nn,Parameter
transformers/transformer_cosmos,torch.nn,Sequential
transformers/transformer_cosmos,torch.nn,SiLU
transformers/transformer_easyanimate,torch,cat
transformers/transformer_easyanimate,torch,concat
transformers/transformer_easyanimate,torch,is_grad_enabled
transformers/transformer_easyanimate,torch.Tensor,chunk
transformers/transformer_easyanimate,torch.Tensor,contiguous
transformers/transformer_easyanimate,torch.Tensor,flatten
transformers/transformer_easyanimate,torch.Tensor,permute
transformers/transformer_easyanimate,torch.Tensor,reshape
transformers/transformer_easyanimate,torch.Tensor,size
transformers/transformer_easyanimate,torch.Tensor,to
transformers/transformer_easyanimate,torch.Tensor,transpose
transformers/transformer_easyanimate,torch.Tensor,unflatten
transformers/transformer_easyanimate,torch.Tensor,unsqueeze
transformers/transformer_easyanimate,torch.nn,Conv2d
transformers/transformer_easyanimate,torch.nn,LayerNorm
transformers/transformer_easyanimate,torch.nn,Linear
transformers/transformer_easyanimate,torch.nn,ModuleList
transformers/transformer_easyanimate,torch.nn,Sequential
transformers/transformer_easyanimate,torch.nn,SiLU
transformers/transformer_easyanimate,torch.nn.functional,scaled_dot_product_attention
transformers/transformer_ernie_image,torch,arange
transformers/transformer_ernie_image,torch,cat
transformers/transformer_ernie_image,torch,cos
transformers/transformer_ernie_image,torch,einsum
transformers/transformer_ernie_image,torch,is_grad_enabled
transformers/transformer_ernie_image,torch,meshgrid
transformers/transformer_ernie_image,torch,ones
transformers/transformer_ernie_image,torch,sin
transformers/transformer_ernie_image,torch,stack
transformers/transformer_ernie_image,torch,zeros
transformers/transformer_ernie_image,torch.Tensor,chunk
transformers/transformer_ernie_image,torch.Tensor,contiguous
transformers/transformer_ernie_image,torch.Tensor,expand
transformers/transformer_ernie_image,torch.Tensor,flatten
transformers/transformer_ernie_image,torch.Tensor,float
transformers/transformer_ernie_image,torch.Tensor,numel
transformers/transformer_ernie_image,torch.Tensor,permute
transformers/transformer_ernie_image,torch.Tensor,reshape
transformers/transformer_ernie_image,torch.Tensor,to
transformers/transformer_ernie_image,torch.Tensor,transpose
transformers/transformer_ernie_image,torch.Tensor,type_as
transformers/transformer_ernie_image,torch.Tensor,unflatten
transformers/transformer_ernie_image,torch.Tensor,unsqueeze
transformers/transformer_ernie_image,torch.Tensor,view
transformers/transformer_ernie_image,torch.nn,Conv2d
transformers/transformer_ernie_image,torch.nn,LayerNorm
transformers/transformer_ernie_image,torch.nn,Linear
transformers/transformer_ernie_image,torch.nn,ModuleList
transformers/transformer_ernie_image,torch.nn,RMSNorm
transformers/transformer_ernie_image,torch.nn,Sequential
transformers/transformer_ernie_image,torch.nn,SiLU
transformers/transformer_ernie_image,torch.nn.functional,gelu
transformers/transformer_flux,torch,cat
transformers/transformer_flux,torch,is_grad_enabled
transformers/transformer_flux,torch,zeros_like
transformers/transformer_flux,torch.Tensor,chunk
transformers/transformer_flux,torch.Tensor,clip
transformers/transformer_flux,torch.Tensor,contiguous
transformers/transformer_flux,torch.Tensor,flatten
transformers/transformer_flux,torch.Tensor,float
transformers/transformer_flux,torch.Tensor,reshape
transformers/transformer_flux,torch.Tensor,split_with_sizes
transformers/transformer_flux,torch.Tensor,to
transformers/transformer_flux,torch.Tensor,unflatten
transformers/transformer_flux,torch.Tensor,unsqueeze
transformers/transformer_flux,torch.Tensor,view
transformers/transformer_flux,torch.nn,Dropout
transformers/transformer_flux,torch.nn,GELU
transformers/transformer_flux,torch.nn,LayerNorm
transformers/transformer_flux,torch.nn,Linear
transformers/transformer_flux,torch.nn,ModuleList
transformers/transformer_flux,torch.nn,RMSNorm
transformers/transformer_flux2,torch,cat
transformers/transformer_flux2,torch,chunk
transformers/transformer_flux2,torch,full_like
transformers/transformer_flux2,torch,is_grad_enabled
transformers/transformer_flux2,torch,split
transformers/transformer_flux2,torch.Tensor,chunk
transformers/transformer_flux2,torch.Tensor,clip
transformers/transformer_flux2,torch.Tensor,clone
transformers/transformer_flux2,torch.Tensor,expand
transformers/transformer_flux2,torch.Tensor,flatten
transformers/transformer_flux2,torch.Tensor,float
transformers/transformer_flux2,torch.Tensor,split_with_sizes
transformers/transformer_flux2,torch.Tensor,to
transformers/transformer_flux2,torch.Tensor,unflatten
transformers/transformer_flux2,torch.Tensor,unsqueeze
transformers/transformer_flux2,torch.nn,Dropout
transformers/transformer_flux2,torch.nn,LayerNorm
transformers/transformer_flux2,torch.nn,Linear
transformers/transformer_flux2,torch.nn,ModuleList
transformers/transformer_flux2,torch.nn,RMSNorm
transformers/transformer_flux2,torch.nn,SiLU
transformers/transformer_glm_image,torch,arange
transformers/transformer_glm_image,torch,cat
transformers/transformer_glm_image,torch,chunk
transformers/transformer_glm_image,torch,is_grad_enabled
transformers/transformer_glm_image,torch,ones
transformers/transformer_glm_image,torch,outer
transformers/transformer_glm_image,torch.Tensor,chunk
transformers/transformer_glm_image,torch.Tensor,cos
transformers/transformer_glm_image,torch.Tensor,dim
transformers/transformer_glm_image,torch.Tensor,expand
transformers/transformer_glm_image,torch.Tensor,flatten
transformers/transformer_glm_image,torch.Tensor,float
transformers/transformer_glm_image,torch.Tensor,permute
transformers/transformer_glm_image,torch.Tensor,reshape
transformers/transformer_glm_image,torch.Tensor,sin
transformers/transformer_glm_image,torch.Tensor,size
transformers/transformer_glm_image,torch.Tensor,split
transformers/transformer_glm_image,torch.Tensor,to
transformers/transformer_glm_image,torch.Tensor,transpose
transformers/transformer_glm_image,torch.Tensor,unflatten
transformers/transformer_glm_image,torch.Tensor,unsqueeze
transformers/transformer_glm_image,torch.Tensor,view
transformers/transformer_glm_image,torch.nn,Embedding
transformers/transformer_glm_image,torch.nn,LayerNorm
transformers/transformer_glm_image,torch.nn,Linear
transformers/transformer_glm_image,torch.nn,ModuleList
transformers/transformer_glm_image,torch.nn.functional,silu
transformers/transformer_helios,torch,arange
transformers/transformer_helios,torch,cat
transformers/transformer_helios,torch,device
transformers/transformer_helios,torch,einsum
transformers/transformer_helios,torch,empty_like
transformers/transformer_helios,torch,is_grad_enabled
transformers/transformer_helios,torch,meshgrid
transformers/transformer_helios,torch,no_grad
transformers/transformer_helios,torch,ones
transformers/transformer_helios,torch,randn
transformers/transformer_helios,torch,sigmoid
transformers/transformer_helios,torch,split
transformers/transformer_helios,torch,zeros
transformers/transformer_helios,torch.Tensor,chunk
transformers/transformer_helios,torch.Tensor,contiguous
transformers/transformer_helios,torch.Tensor,cos
transformers/transformer_helios,torch.Tensor,expand
transformers/transformer_helios,torch.Tensor,flatten
transformers/transformer_helios,torch.Tensor,float
transformers/transformer_helios,torch.Tensor,permute
transformers/transformer_helios,torch.Tensor,repeat_interleave
transformers/transformer_helios,torch.Tensor,reshape
transformers/transformer_helios,torch.Tensor,sin
transformers/transformer_helios,torch.Tensor,squeeze
transformers/transformer_helios,torch.Tensor,to
transformers/transformer_helios,torch.Tensor,transpose
transformers/transformer_helios,torch.Tensor,type_as
transformers/transformer_helios,torch.Tensor,unbind
transformers/transformer_helios,torch.Tensor,unflatten
transformers/transformer_helios,torch.Tensor,unsqueeze
transformers/transformer_helios,torch.Tensor,view
transformers/transformer_helios,torch.nn,Conv3d
transformers/transformer_helios,torch.nn,Dropout
transformers/transformer_helios,torch.nn,Identity
transformers/transformer_helios,torch.nn,Linear
transformers/transformer_helios,torch.nn,ModuleList
transformers/transformer_helios,torch.nn,Parameter
transformers/transformer_helios,torch.nn,RMSNorm
transformers/transformer_helios,torch.nn,SiLU
transformers/transformer_helios,torch.nn.functional,avg_pool3d
transformers/transformer_helios,torch.nn.functional,pad
transformers/transformer_hidream_image,torch,arange
transformers/transformer_hidream_image,torch,cat
transformers/transformer_hidream_image,torch,cos
transformers/transformer_hidream_image,torch,einsum
transformers/transformer_hidream_image,torch,empty_like
transformers/transformer_hidream_image,torch,is_grad_enabled
transformers/transformer_hidream_image,torch,no_grad
transformers/transformer_hidream_image,torch,ones
transformers/transformer_hidream_image,torch,randn
transformers/transformer_hidream_image,torch,sin
transformers/transformer_hidream_image,torch,split
transformers/transformer_hidream_image,torch,stack
transformers/transformer_hidream_image,torch,tensor
transformers/transformer_hidream_image,torch,topk
transformers/transformer_hidream_image,torch,zeros
transformers/transformer_hidream_image,torch,zeros_like
transformers/transformer_hidream_image,torch.Tensor,argsort
transformers/transformer_hidream_image,torch.Tensor,bincount
transformers/transformer_hidream_image,torch.Tensor,chunk
transformers/transformer_hidream_image,torch.Tensor,cpu
transformers/transformer_hidream_image,torch.Tensor,cumsum
transformers/transformer_hidream_image,torch.Tensor,div_
transformers/transformer_hidream_image,torch.Tensor,float
transformers/transformer_hidream_image,torch.Tensor,mean
transformers/transformer_hidream_image,torch.Tensor,mul_
transformers/transformer_hidream_image,torch.Tensor,numpy
transformers/transformer_hidream_image,torch.Tensor,permute
transformers/transformer_hidream_image,torch.Tensor,repeat
transformers/transformer_hidream_image,torch.Tensor,repeat_interleave
transformers/transformer_hidream_image,torch.Tensor,reshape
transformers/transformer_hidream_image,torch.Tensor,scatter_add_
transformers/transformer_hidream_image,torch.Tensor,scatter_reduce_
transformers/transformer_hidream_image,torch.Tensor,softmax
transformers/transformer_hidream_image,torch.Tensor,sum
transformers/transformer_hidream_image,torch.Tensor,to
transformers/transformer_hidream_image,torch.Tensor,transpose
transformers/transformer_hidream_image,torch.Tensor,type_as
transformers/transformer_hidream_image,torch.Tensor,unsqueeze
transformers/transformer_hidream_image,torch.Tensor,view
transformers/transformer_hidream_image,torch.nn,LayerNorm
transformers/transformer_hidream_image,torch.nn,Linear
transformers/transformer_hidream_image,torch.nn,ModuleList
transformers/transformer_hidream_image,torch.nn,Parameter
transformers/transformer_hidream_image,torch.nn,RMSNorm
transformers/transformer_hidream_image,torch.nn,Sequential
transformers/transformer_hidream_image,torch.nn,SiLU
transformers/transformer_hidream_image,torch.nn.functional,linear
transformers/transformer_hidream_image,torch.nn.functional,one_hot
transformers/transformer_hidream_image,torch.nn.functional,scaled_dot_product_attention
transformers/transformer_hidream_image,torch.nn.functional,silu
transformers/transformer_hunyuan_video,torch,arange
transformers/transformer_hunyuan_video,torch,cat
transformers/transformer_hunyuan_video,torch,is_grad_enabled
transformers/transformer_hunyuan_video,torch,meshgrid
transformers/transformer_hunyuan_video,torch,ones
transformers/transformer_hunyuan_video,torch,stack
transformers/transformer_hunyuan_video,torch,zeros_like
transformers/transformer_hunyuan_video,torch.Tensor,bool
transformers/transformer_hunyuan_video,torch.Tensor,chunk
transformers/transformer_hunyuan_video,torch.Tensor,flatten
transformers/transformer_hunyuan_video,torch.Tensor,float
transformers/transformer_hunyuan_video,torch.Tensor,masked_fill
transformers/transformer_hunyuan_video,torch.Tensor,mean
transformers/transformer_hunyuan_video,torch.Tensor,permute
transformers/transformer_hunyuan_video,torch.Tensor,repeat
transformers/transformer_hunyuan_video,torch.Tensor,reshape
transformers/transformer_hunyuan_video,torch.Tensor,sum
transformers/transformer_hunyuan_video,torch.Tensor,to
transformers/transformer_hunyuan_video,torch.Tensor,transpose
transformers/transformer_hunyuan_video,torch.Tensor,unflatten
transformers/transformer_hunyuan_video,torch.Tensor,unsqueeze
transformers/transformer_hunyuan_video,torch.Tensor,view
transformers/transformer_hunyuan_video,torch.nn,Conv3d
transformers/transformer_hunyuan_video,torch.nn,GELU
transformers/transformer_hunyuan_video,torch.nn,LayerNorm
transformers/transformer_hunyuan_video,torch.nn,Linear
transformers/transformer_hunyuan_video,torch.nn,ModuleList
transformers/transformer_hunyuan_video,torch.nn,SiLU
transformers/transformer_hunyuan_video15,torch,all
transformers/transformer_hunyuan_video15,torch,arange
transformers/transformer_hunyuan_video15,torch,cat
transformers/transformer_hunyuan_video15,torch,is_grad_enabled
transformers/transformer_hunyuan_video15,torch,meshgrid
transformers/transformer_hunyuan_video15,torch,ones
transformers/transformer_hunyuan_video15,torch,ones_like
transformers/transformer_hunyuan_video15,torch,stack
transformers/transformer_hunyuan_video15,torch,zeros
transformers/transformer_hunyuan_video15,torch,zeros_like
transformers/transformer_hunyuan_video15,torch.Tensor,bool
transformers/transformer_hunyuan_video15,torch.Tensor,chunk
transformers/transformer_hunyuan_video15,torch.Tensor,flatten
transformers/transformer_hunyuan_video15,torch.Tensor,float
transformers/transformer_hunyuan_video15,torch.Tensor,mean
transformers/transformer_hunyuan_video15,torch.Tensor,permute
transformers/transformer_hunyuan_video15,torch.Tensor,repeat
transformers/transformer_hunyuan_video15,torch.Tensor,reshape
transformers/transformer_hunyuan_video15,torch.Tensor,sum
transformers/transformer_hunyuan_video15,torch.Tensor,to
transformers/transformer_hunyuan_video15,torch.Tensor,transpose
transformers/transformer_hunyuan_video15,torch.Tensor,unflatten
transformers/transformer_hunyuan_video15,torch.Tensor,unsqueeze
transformers/transformer_hunyuan_video15,torch.Tensor,view
transformers/transformer_hunyuan_video15,torch.nn,Conv3d
transformers/transformer_hunyuan_video15,torch.nn,Embedding
transformers/transformer_hunyuan_video15,torch.nn,GELU
transformers/transformer_hunyuan_video15,torch.nn,LayerNorm
transformers/transformer_hunyuan_video15,torch.nn,Linear
transformers/transformer_hunyuan_video15,torch.nn,ModuleList
transformers/transformer_hunyuan_video15,torch.nn,SiLU
transformers/transformer_hunyuan_video15,torch.nn.functional,pad
transformers/transformer_hunyuan_video_framepack,torch,arange
transformers/transformer_hunyuan_video_framepack,torch,cat
transformers/transformer_hunyuan_video_framepack,torch,is_grad_enabled
transformers/transformer_hunyuan_video_framepack,torch,meshgrid
transformers/transformer_hunyuan_video_framepack,torch,stack
transformers/transformer_hunyuan_video_framepack,torch,zeros
transformers/transformer_hunyuan_video_framepack,torch.Tensor,expand
transformers/transformer_hunyuan_video_framepack,torch.Tensor,flatten
transformers/transformer_hunyuan_video_framepack,torch.Tensor,new_ones
transformers/transformer_hunyuan_video_framepack,torch.Tensor,permute
transformers/transformer_hunyuan_video_framepack,torch.Tensor,reshape
transformers/transformer_hunyuan_video_framepack,torch.Tensor,squeeze
transformers/transformer_hunyuan_video_framepack,torch.Tensor,sum
transformers/transformer_hunyuan_video_framepack,torch.Tensor,to
transformers/transformer_hunyuan_video_framepack,torch.Tensor,transpose
transformers/transformer_hunyuan_video_framepack,torch.Tensor,unflatten
transformers/transformer_hunyuan_video_framepack,torch.Tensor,unsqueeze
transformers/transformer_hunyuan_video_framepack,torch.nn,Conv3d
transformers/transformer_hunyuan_video_framepack,torch.nn,Linear
transformers/transformer_hunyuan_video_framepack,torch.nn,ModuleList
transformers/transformer_hunyuan_video_framepack,torch.nn.functional,avg_pool3d
transformers/transformer_hunyuan_video_framepack,torch.nn.functional,pad
transformers/transformer_hunyuan_video_framepack,torch.nn.functional,silu
transformers/transformer_hunyuanimage,torch,arange
transformers/transformer_hunyuanimage,torch,cat
transformers/transformer_hunyuanimage,torch,is_grad_enabled
transformers/transformer_hunyuanimage,torch,meshgrid
transformers/transformer_hunyuanimage,torch,stack
transformers/transformer_hunyuanimage,torch.Tensor,bool
transformers/transformer_hunyuanimage,torch.Tensor,chunk
transformers/transformer_hunyuanimage,torch.Tensor,flatten
transformers/transformer_hunyuanimage,torch.Tensor,float
transformers/transformer_hunyuanimage,torch.Tensor,mean
transformers/transformer_hunyuanimage,torch.Tensor,permute
transformers/transformer_hunyuanimage,torch.Tensor,repeat
transformers/transformer_hunyuanimage,torch.Tensor,reshape
transformers/transformer_hunyuanimage,torch.Tensor,sum
transformers/transformer_hunyuanimage,torch.Tensor,to
transformers/transformer_hunyuanimage,torch.Tensor,transpose
transformers/transformer_hunyuanimage,torch.Tensor,unflatten
transformers/transformer_hunyuanimage,torch.Tensor,unsqueeze
transformers/transformer_hunyuanimage,torch.Tensor,view
transformers/transformer_hunyuanimage,torch.nn,Conv2d
transformers/transformer_hunyuanimage,torch.nn,Conv3d
transformers/transformer_hunyuanimage,torch.nn,GELU
